Ad_ID,Campaign_Name,Clicks,Impressions,Cost,Leads,Conversions,Conversion Rate,Sale_Amount,Ad_Date,Location,Device,Keyword
A2363,Data Analytics Corse,182,5833,243.72,20,5,0.027,1206.00,14-11-2024,hydrebad,DESKTOP,data analytics course
A2364,Data Analytcis Course,85,3077,200.16,11,10,0.118,1876.00,11/23/2024,HYDERABAD,MOBILE,analytics for data
A2365,Data Analytcis Course,98,3646,239.05,14,6,0.034,1586.00,14-11-2024,hydrebad,desktop,data analytics course
A2366,Data Analytics Corse,160,3139,230.55,28,5,0.031,1449.00,15-11-2024,hyderabad,Desktop,analytics for data
A2367,Data Analytcis Course,179,4005,232.47,16,10,0.056,1553.00,11/24/2024,hyderabad,desktop,analytics for data
A2368,Data Analytics Corse,,4315,196.30,24,5,,1364.00,11/26/2024,HYDERABAD,Mobile,data analytics course
A2369,DataAnalyticsCourse,195,3876,187.59,28,3,,1828.00,21-11-2024,Hyderbad,mobile,data analytics course
A2370,DataAnalyticsCourse,197,3174,,22,7,0.036,1527.00,11/14/2024,Hyderbad,tablet,data analitics online
A2371,Data Analytics Corse,92,5550,226.38,28,8,0.087,1322.00,21-11-2024,HYDERABAD,TABLET,learn data analytics
A2372,DataAnalyticsCourse,90,3526,211.39,10,3,0.037,1395.00,11/20/2024,Hyderbad,desktop,online data analytic
A2373,Data Analytics Corse,149,3192,,,4,0.038,1708.00,11/14/2024,Hyderbad,TABLET,online data analytic
A2374,DataAnalyticsCourse,82,4132,247.13,11,6,0.073,1091.00,11/12/2024,hyderabad,tablet,data anaytics training
A2375,Data Analytcis Course,151,5826,226.53,16,8,0.053,1511.00,11/25/2024,hyderabad,Desktop,learn data analytics
A2376,Data Analytics Corse,162,5997,240.29,20,5,0.035,1144.00,24-11-2024,hydrebad,Mobile,data analitics online
A2377,Data Analytcis Course,197,4541,243.81,19,9,0.057,1701.00,11/11/2024,hyderabad,desktop,data anaytics training
A2378,Data Analytcis Course,133,4642,184.52,22,4,0.032,1074.00,11/14/2024,hyderabad,DESKTOP,online data analytic
A2379,Data Analytics Corse,194,5509,235.45,18,5,,1025.00,11/12/2024,Hyderbad,Tablet,online data analytic
A2380,Data Analytics Corse,169,3647,194.12,12,6,0.036,1697.00,11/22/2024,hydrebad,DESKTOP,learn data analytics
A2381,DataAnalyticsCourse,149,5209,183.91,18,10,,1799.00,29-11-2024,hyderabad,DESKTOP,learn data analytics
A2382,Data Analytcis Course,124,5980,200.65,25,4,0.032,1768.00,11/4/2024,hydrebad,Desktop,learn data analytics
A2383,DataAnalyticsCourse,170,5443,235.99,23,5,,1314.00,21-11-2024,HYDERABAD,mobile,analytics for data
A2384,DataAnalyticsCourse,127,5326,226.11,18,10,0.04,1040.00,21-11-2024,hyderabad,Mobile,online data analytic
A2385,Data Anlytics Corse,114,5565,210.04,16,4,0.035,1800.00,11/7/2024,hydrebad,DESKTOP,data anaytics training
A2386,Data Anlytics Corse,154,3312,203.23,16,5,0.042,1977.00,11/4/2024,hyderabad,Desktop,data anaytics training
A2387,Data Analytics Corse,,4369,225.53,28,4,,1241.00,11/23/2024,HYDERABAD,tablet,data analitics online
A2388,Data Anlytics Corse,126,3570,214.78,28,9,0.071,1078.00,12/11/2024,Hyderbad,tablet,data anaytics training
A2389,Data Analytcis Course,,3883,225.89,23,5,,1183.00,21-11-2024,hydrebad,Mobile,online data analytic
A2390,Data Anlytics Corse,125,5736,197.28,30,5,0.04,1265.00,18-11-2024,Hyderbad,Mobile,analytics for data
A2391,Data Analytics Corse,197,5921,214.97,18,6,0.03,1975.00,11/14/2024,Hyderbad,DESKTOP,learn data analytics
A2392,Data Analytcis Course,98,3687,206.70,12,10,,1640.00,11/7/2024,hyderabad,MOBILE,online data analytic
A2393,Data Anlytics Corse,164,5334,203.91,18,6,0.057,1128.00,18-11-2024,Hyderbad,Desktop,data analytics course
A2394,Data Anlytics Corse,111,4647,247.00,15,4,,1601.00,11/29/2024,Hyderbad,Desktop,learn data analytics
A2395,Data Analytics Corse,191,3485,212.43,10,7,,1813.00,28-11-2024,hydrebad,mobile,analytics for data
A2396,Data Anlytics Corse,149,5720,211.54,14,5,0.034,1612.00,11/29/2024,HYDERABAD,Desktop,data analytics course
A2397,Data Anlytics Corse,183,3540,222.14,15,3,0.016,1248.00,11/11/2024,hyderabad,MOBILE,learn data analytics
A2398,Data Analytcis Course,198,4035,215.94,22,8,,,10/11/2024,hydrebad,mobile,learn data analytics
A2399,Data Analytcis Course,170,3024,234.76,11,10,,1941.00,6/11/2024,Hyderbad,MOBILE,learn data analytics
A2400,Data Anlytics Corse,174,4334,186.29,12,4,0.023,1457.00,11/22/2024,hydrebad,mobile,analytics for data
A2401,Data Analytcis Course,91,4038,197.15,23,6,0.066,1000.00,11/29/2024,HYDERABAD,mobile,data analitics online
A2402,Data Analytcis Course,197,4347,215.20,20,6,,1204.00,11/26/2024,hyderabad,desktop,online data analytic
A2403,Data Analytcis Course,,5803,203.03,16,8,0.034,1397.00,11/30/2024,Hyderbad,MOBILE,analytics for data
A2404,Data Anlytics Corse,152,4182,233.45,19,5,0.033,1719.00,11/13/2024,HYDERABAD,mobile,data analytics course
A2405,Data Analytcis Course,189,4809,225.32,27,10,0.053,1324.00,11/18/2024,hyderabad,Mobile,analytics for data
A2406,DataAnalyticsCourse,,5640,210.51,13,8,,1536.00,11/11/2024,HYDERABAD,Desktop,data analytics course
A2407,Data Analytcis Course,159,3401,222.71,18,3,0.019,1849.00,11/5/2024,hyderabad,Desktop,data analitics online
A2408,Data Analytcis Course,175,5561,231.96,20,8,0.057,1174.00,11/14/2024,HYDERABAD,MOBILE,data analytics course
A2409,DataAnalyticsCourse,175,5720,243.80,17,6,,,11/26/2024,Hyderbad,desktop,data analitics online
A2410,Data Analytcis Course,82,4898,215.11,25,8,0.098,1776.00,9/11/2024,HYDERABAD,TABLET,analytics for data
A2411,Data Analytcis Course,146,5871,218.69,30,4,,,11/22/2024,hyderabad,desktop,learn data analytics
A2412,Data Anlytics Corse,85,5954,201.88,18,6,0.071,1526.00,11/27/2024,Hyderbad,Tablet,analytics for data
A2413,Data Anlytics Corse,128,3487,236.19,25,6,0.047,1961.00,2/11/2024,HYDERABAD,tablet,data analytics course
A2414,Data Analytics Corse,153,3808,189.61,19,8,0.052,1246.00,2/11/2024,hyderabad,Tablet,data analytics course
A2415,Data Analytcis Course,192,5720,243.11,30,9,,1555.00,11/2/2024,hydrebad,Mobile,online data analytic
A2416,Data Analytcis Course,148,4721,189.48,26,8,0.054,1176.00,11/1/2024,hyderabad,Mobile,online data analytic
A2417,Data Analytics Corse,153,4768,214.39,25,5,0.041,1837.00,26-11-2024,hydrebad,TABLET,data analitics online
A2418,Data Anlytics Corse,,5494,187.68,23,8,0.046,1402.00,24-11-2024,HYDERABAD,TABLET,data analytics course
A2419,DataAnalyticsCourse,169,,180.58,30,7,0.049,1661.00,11/26/2024,Hyderbad,mobile,data anaytics training
A2420,Data Analytics Corse,146,5173,234.26,20,7,0.048,1089.00,11/28/2024,HYDERABAD,MOBILE,online data analytic
A2421,DataAnalyticsCourse,81,4808,189.19,17,9,0.111,1759.00,25-11-2024,hyderabad,DESKTOP,online data analytic
A2422,Data Analytcis Course,185,,234.72,18,6,0.032,1508.00,11/27/2024,HYDERABAD,DESKTOP,data analitics online
A2423,Data Anlytics Corse,90,5319,208.19,13,7,,1719.00,11/26/2024,HYDERABAD,tablet,data anaytics training
A2424,DataAnalyticsCourse,155,4532,203.44,19,8,0.052,1709.00,17-11-2024,hydrebad,Desktop,learn data analytics
A2425,Data Analytcis Course,125,3458,180.49,19,3,,1754.00,11/9/2024,Hyderbad,TABLET,data analitics online
A2426,Data Analytics Corse,151,5432,204.76,18,9,0.06,,11/13/2024,hydrebad,Mobile,data anaytics training
A2427,Data Analytics Corse,82,3052,211.11,12,3,0.037,1917.00,11/6/2024,hyderabad,DESKTOP,learn data analytics
A2428,Data Analytcis Course,198,5718,194.37,13,8,0.04,1118.00,11/16/2024,hydrebad,Tablet,data anaytics training
A2429,Data Analytcis Course,115,4762,241.63,20,8,0.058,1555.00,3/11/2024,Hyderbad,desktop,data analytics course
A2430,Data Analytics Corse,158,4953,243.07,20,8,0.051,1955.00,11/4/2024,HYDERABAD,Tablet,learn data analytics
A2431,DataAnalyticsCourse,102,3784,219.45,13,9,0.045,1967.00,11/20/2024,HYDERABAD,desktop,data analytics course
A2432,Data Analytcis Course,93,,192.81,22,7,0.075,1726.00,11/18/2024,hydrebad,Desktop,learn data analytics
A2433,Data Analytics Corse,198,5860,185.25,24,9,0.041,1950.00,11/1/2024,hydrebad,Tablet,data anaytics training
A2434,Data Analytics Corse,174,4169,189.36,23,8,0.046,1110.00,11/14/2024,hyderabad,Tablet,data analytics course
A2435,Data Anlytics Corse,193,5831,,24,5,,1265.00,11/14/2024,Hyderbad,mobile,online data analytic
A2436,Data Analytics Corse,117,5269,196.10,26,,,1096.00,5/11/2024,hydrebad,Desktop,online data analytic
A2437,Data Analytics Corse,147,5793,240.32,25,5,0.049,1645.00,11/27/2024,HYDERABAD,TABLET,data analytics course
A2438,Data Analytics Corse,179,3338,218.33,30,7,0.039,,11/24/2024,hyderabad,desktop,data analitics online
A2439,Data Anlytics Corse,194,4297,237.87,22,3,,1739.00,11/29/2024,HYDERABAD,Desktop,data analytics course
A2440,Data Analytics Corse,112,3961,214.45,13,7,,1594.00,11/17/2024,HYDERABAD,Desktop,analytics for data
A2441,DataAnalyticsCourse,88,5063,195.20,22,3,0.034,1460.00,11/20/2024,hyderabad,MOBILE,analytics for data
A2442,Data Analytcis Course,172,5635,200.16,21,7,0.036,1727.00,14-11-2024,Hyderbad,MOBILE,data analitics online
A2443,Data Analytcis Course,81,4404,239.62,11,4,0.035,1814.00,11/21/2024,hydrebad,Mobile,data analytics course
A2444,DataAnalyticsCourse,142,4312,213.54,21,7,0.049,1666.00,11/20/2024,HYDERABAD,desktop,learn data analytics
A2445,Data Analytics Corse,111,3302,193.18,30,10,,1783.00,19-11-2024,Hyderbad,MOBILE,analytics for data
A2446,Data Analytics Corse,81,3575,192.71,27,4,0.049,1158.00,11/11/2024,hyderabad,Tablet,online data analytic
A2447,Data Analytcis Course,112,5055,213.36,26,5,0.058,1959.00,11/29/2024,hyderabad,Desktop,data anaytics training
A2448,Data Analytics Corse,101,5415,236.41,13,10,0.039,1832.00,15-11-2024,hyderabad,TABLET,learn data analytics
A2449,Data Analytics Corse,166,3118,212.46,25,7,0.042,1813.00,11/14/2024,hyderabad,tablet,online data analytic
A2450,DataAnalyticsCourse,,5271,,14,8,,1629.00,11/22/2024,HYDERABAD,mobile,data analitics online
A2451,Data Analytcis Course,148,,214.26,21,8,,1629.00,11/13/2024,hyderabad,Tablet,data analitics online
A2452,Data Analytcis Course,126,5250,239.73,30,4,0.032,1070.00,11/23/2024,hydrebad,Tablet,analytics for data
A2453,Data Anlytics Corse,119,4405,233.66,25,3,0.039,1407.00,12/11/2024,hyderabad,desktop,data analytics course
A2454,Data Analytics Corse,189,5060,236.54,26,7,0.043,1877.00,11/10/2024,Hyderbad,Mobile,data anaytics training
A2455,DataAnalyticsCourse,167,3296,246.85,29,8,0.048,1723.00,11/17/2024,hydrebad,DESKTOP,data analitics online
A2456,Data Analytcis Course,198,3499,209.74,30,9,0.04,1893.00,11/25/2024,hyderabad,DESKTOP,data analytics course
A2457,DataAnalyticsCourse,95,3449,184.55,10,10,0.041,1601.00,16-11-2024,hyderabad,mobile,analytics for data
A2458,DataAnalyticsCourse,181,3738,206.61,16,9,0.05,1868.00,11/9/2024,hyderabad,Mobile,online data analytic
A2459,Data Analytics Corse,105,4236,180.20,12,7,0.067,,11/24/2024,Hyderbad,MOBILE,learn data analytics
A2460,Data Analytics Corse,178,5751,205.34,24,10,,1903.00,11/20/2024,HYDERABAD,desktop,data analytics course
A2461,Data Analytcis Course,127,5050,184.77,28,9,0.071,1906.00,11/2/2024,Hyderbad,DESKTOP,data analitics online
A2462,Data Anlytics Corse,198,4773,202.54,17,10,,1082.00,11/19/2024,hydrebad,Mobile,data analitics online
A2463,Data Analytcis Course,86,5652,249.13,25,7,0.081,1981.00,6/11/2024,HYDERABAD,mobile,data anaytics training
A2464,Data Analytics Corse,,5085,182.42,11,7,,1109.00,4/11/2024,hydrebad,Desktop,online data analytic
A2465,DataAnalyticsCourse,191,5070,247.41,12,4,,1266.00,25-11-2024,HYDERABAD,mobile,analytics for data
A2466,Data Analytcis Course,139,5879,197.90,24,4,0.029,1476.00,11/5/2024,hyderabad,mobile,data analytics course
A2467,Data Analytics Corse,197,3620,235.19,18,7,0.036,1740.00,11/1/2024,hydrebad,MOBILE,online data analytic
A2468,DataAnalyticsCourse,116,4250,216.66,10,9,0.078,1877.00,11/2/2024,Hyderbad,Mobile,data anaytics training
A2469,DataAnalyticsCourse,192,4850,235.42,22,10,0.052,1124.00,11/14/2024,hydrebad,Desktop,analytics for data
A2470,Data Analytics Corse,118,3815,185.78,16,4,,1093.00,17-11-2024,hyderabad,DESKTOP,data analitics online
A2471,Data Anlytics Corse,172,5741,198.44,14,4,0.023,1755.00,11/11/2024,Hyderbad,Desktop,analytics for data
A2472,DataAnalyticsCourse,174,4272,240.77,16,7,0.041,1004.00,11/23/2024,hydrebad,Desktop,learn data analytics
A2473,Data Analytics Corse,175,4974,182.22,21,5,,1300.00,23-11-2024,Hyderbad,mobile,learn data analytics
A2474,Data Analytcis Course,,3215,191.22,30,7,,1588.00,11/23/2024,hyderabad,desktop,analytics for data
A2475,DataAnalyticsCourse,,3723,201.32,21,8,,,6/11/2024,Hyderbad,TABLET,data analytics course
A2476,Data Analytcis Course,103,4670,203.40,21,4,,1562.00,25-11-2024,hyderabad,mobile,analytics for data
A2477,Data Analytcis Course,187,4474,182.47,10,,,1768.00,13-11-2024,hyderabad,tablet,online data analytic
A2478,Data Analytcis Course,,3009,195.17,,6,,1083.00,11/23/2024,Hyderbad,Tablet,data analitics online
A2479,Data Analytcis Course,109,3933,189.73,11,4,,1700.00,7/11/2024,hyderabad,desktop,data analitics online
A2480,Data Analytics Corse,118,4360,232.09,10,9,0.076,1252.00,11/13/2024,HYDERABAD,Desktop,data anaytics training
A2481,DataAnalyticsCourse,164,5120,185.69,10,5,0.031,1597.00,11/23/2024,HYDERABAD,TABLET,analytics for data
A2482,DataAnalyticsCourse,166,3887,192.00,24,9,0.054,1890.00,11/13/2024,Hyderbad,TABLET,data analytics course
A2483,Data Analytcis Course,88,3909,189.57,30,10,0.114,1750.00,29-11-2024,Hyderbad,desktop,data anaytics training
A2484,DataAnalyticsCourse,125,3017,232.51,14,7,,1510.00,11/8/2024,Hyderbad,tablet,data anaytics training
A2485,DataAnalyticsCourse,,5127,206.95,26,5,,1902.00,17-11-2024,hydrebad,Desktop,online data analytic
A2486,Data Analytics Corse,151,3992,212.42,10,9,0.06,1890.00,11/26/2024,hydrebad,Tablet,learn data analytics
A2487,DataAnalyticsCourse,182,3554,181.74,18,4,0.022,1933.00,2/11/2024,HYDERABAD,TABLET,learn data analytics
A2488,Data Analytcis Course,84,4051,196.83,21,4,0.048,1094.00,11/14/2024,hyderabad,Mobile,online data analytic
A2489,Data Anlytics Corse,127,3541,239.47,16,10,0.079,1474.00,11/25/2024,Hyderbad,TABLET,data anaytics training
A2490,DataAnalyticsCourse,104,5878,228.79,21,3,0.05,1101.00,5/11/2024,Hyderbad,mobile,data analytics course
A2491,Data Analytics Corse,161,4611,228.34,26,7,0.043,1473.00,11/25/2024,hydrebad,TABLET,data analitics online
A2492,Data Analytics Corse,141,4764,187.72,28,4,0.028,1428.00,11/16/2024,hydrebad,mobile,analytics for data
A2493,Data Analytcis Course,186,4603,191.84,26,9,0.047,1918.00,11/7/2024,HYDERABAD,desktop,learn data analytics
A2494,Data Analytics Corse,,5003,195.40,15,7,,1273.00,11/18/2024,Hyderbad,desktop,data anaytics training
A2495,DataAnalyticsCourse,124,5212,190.83,13,6,0.048,1399.00,11/7/2024,hydrebad,DESKTOP,data analytics course
A2496,Data Anlytics Corse,97,5285,249.65,12,7,0.051,1411.00,11/27/2024,hydrebad,desktop,data anaytics training
A2497,Data Analytics Corse,111,3177,224.51,18,8,,1946.00,11/25/2024,HYDERABAD,Desktop,learn data analytics
A2498,Data Analytics Corse,93,5571,185.71,12,7,0.075,1630.00,21-11-2024,HYDERABAD,Tablet,online data analytic
A2499,DataAnalyticsCourse,92,3237,245.48,15,6,0.065,,11/19/2024,Hyderbad,DESKTOP,data analitics online
A2500,DataAnalyticsCourse,138,5314,198.39,17,10,0.072,1250.00,11/20/2024,HYDERABAD,Desktop,online data analytic
A2501,DataAnalyticsCourse,129,4452,196.06,10,9,0.053,1069.00,11/13/2024,Hyderbad,Tablet,learn data analytics
A2502,Data Analytcis Course,183,3920,235.79,20,7,0.038,1238.00,11/17/2024,Hyderbad,mobile,data anaytics training
A2503,Data Analytics Corse,154,4603,214.00,20,3,0.019,1709.00,11/18/2024,HYDERABAD,TABLET,data analytics course
A2504,Data Analytcis Course,95,4938,204.50,12,6,0.046,1494.00,11/18/2024,hydrebad,TABLET,data anaytics training
A2505,Data Anlytics Corse,173,5291,,23,8,,1557.00,11/13/2024,Hyderbad,MOBILE,data analitics online
A2506,Data Anlytics Corse,112,4072,211.56,17,10,0.089,1229.00,1/11/2024,hyderabad,DESKTOP,analytics for data
A2507,Data Analytics Corse,170,5953,186.11,25,8,,1080.00,11/26/2024,hydrebad,MOBILE,data analitics online
A2508,Data Analytics Corse,96,,232.87,,10,0.053,1162.00,11/14/2024,HYDERABAD,Mobile,learn data analytics
A2509,Data Analytcis Course,113,3104,230.92,28,9,0.08,1422.00,27-11-2024,HYDERABAD,tablet,data analytics course
A2510,Data Anlytics Corse,145,4882,217.25,22,3,0.021,1814.00,11/19/2024,hyderabad,MOBILE,analytics for data
A2511,Data Anlytics Corse,83,3212,243.86,25,4,0.048,1612.00,11/19/2024,hydrebad,Mobile,data analytics course
A2512,Data Analytics Corse,90,4973,181.04,23,5,0.056,1039.00,3/11/2024,HYDERABAD,desktop,online data analytic
A2513,Data Analytics Corse,140,5227,222.57,27,3,0.021,1527.00,11/18/2024,hyderabad,desktop,learn data analytics
A2514,Data Analytcis Course,111,5434,181.05,10,5,0.045,1627.00,23-11-2024,Hyderbad,mobile,data anaytics training
A2515,Data Analytics Corse,105,3300,180.25,22,10,0.095,1640.00,11/21/2024,hydrebad,mobile,online data analytic
A2516,DataAnalyticsCourse,181,4857,215.59,13,8,0.044,1883.00,11/23/2024,hydrebad,DESKTOP,learn data analytics
A2517,Data Analytics Corse,189,4019,248.09,16,6,0.045,1378.00,11/30/2024,HYDERABAD,tablet,online data analytic
A2518,Data Analytcis Course,138,5495,220.69,19,5,0.036,1624.00,4/11/2024,HYDERABAD,tablet,online data analytic
A2519,Data Analytcis Course,178,5218,208.92,20,7,0.039,1714.00,25-11-2024,Hyderbad,mobile,analytics for data
A2520,Data Analytics Corse,155,5996,247.54,15,5,0.032,1883.00,11/27/2024,hyderabad,mobile,analytics for data
A2521,Data Anlytics Corse,168,4932,198.95,16,7,0.052,1301.00,19-11-2024,hydrebad,desktop,data anaytics training
A2522,Data Analytcis Course,152,4498,233.81,30,6,0.039,1090.00,25-11-2024,HYDERABAD,Desktop,data analitics online
A2523,Data Anlytics Corse,111,4164,191.04,18,9,,1687.00,11/21/2024,hydrebad,TABLET,data anaytics training
A2524,Data Analytics Corse,141,4329,230.44,14,6,0.043,1610.00,7/11/2024,HYDERABAD,MOBILE,learn data analytics
A2525,DataAnalyticsCourse,97,5764,246.15,30,7,,1345.00,18-11-2024,Hyderbad,Mobile,analytics for data
A2526,Data Analytcis Course,82,5430,205.46,18,5,0.061,1435.00,11/30/2024,hydrebad,MOBILE,online data analytic
A2527,Data Analytics Corse,164,5179,206.72,18,9,0.055,1213.00,11/27/2024,HYDERABAD,TABLET,data analytics course
A2528,Data Analytcis Course,109,5707,246.86,22,4,0.034,1980.00,19-11-2024,Hyderbad,TABLET,data analitics online
A2529,Data Analytics Corse,126,3263,237.54,,9,,1364.00,11/17/2024,HYDERABAD,Mobile,data analitics online
A2530,Data Analytcis Course,175,5718,225.40,19,6,0.057,1001.00,12/11/2024,HYDERABAD,Tablet,analytics for data
A2531,Data Anlytics Corse,96,5075,221.28,25,3,0.038,1937.00,23-11-2024,hyderabad,DESKTOP,learn data analytics
A2532,Data Anlytics Corse,113,4473,202.30,17,5,0.044,1049.00,11/8/2024,hydrebad,tablet,online data analytic
A2533,DataAnalyticsCourse,96,3979,232.44,27,7,,1140.00,30-11-2024,HYDERABAD,Mobile,learn data analytics
A2534,Data Analytcis Course,162,5688,190.31,17,5,0.031,1556.00,25-11-2024,Hyderbad,tablet,data analytics course
A2535,Data Anlytics Corse,125,3546,234.02,23,10,,1072.00,11/27/2024,HYDERABAD,DESKTOP,analytics for data
A2536,DataAnalyticsCourse,89,4188,206.71,16,4,0.045,1382.00,11/1/2024,Hyderbad,tablet,online data analytic
A2537,Data Anlytics Corse,99,4134,234.04,18,3,0.03,1683.00,11/30/2024,hyderabad,desktop,learn data analytics
A2538,Data Analytcis Course,91,4710,199.18,21,9,0.099,1431.00,11/10/2024,hydrebad,TABLET,data analytics course
A2539,Data Anlytics Corse,141,4654,192.19,21,6,0.043,1932.00,25-11-2024,hydrebad,MOBILE,analytics for data
A2540,DataAnalyticsCourse,110,5509,245.38,13,8,0.048,1539.00,11/10/2024,hydrebad,MOBILE,learn data analytics
A2541,Data Analytcis Course,96,3091,187.57,11,,,1737.00,10/11/2024,hydrebad,tablet,data analytics course
A2542,Data Analytcis Course,85,4653,196.73,23,6,0.071,1032.00,13-11-2024,HYDERABAD,Mobile,data analytics course
A2543,Data Analytics Corse,151,5389,227.07,18,10,0.057,1318.00,11/20/2024,hydrebad,desktop,data anaytics training
A2544,Data Analytics Corse,139,5290,208.43,28,4,0.051,1022.00,11/20/2024,hydrebad,Tablet,data analitics online
A2545,DataAnalyticsCourse,120,3060,197.96,,8,0.067,1679.00,11/23/2024,hyderabad,TABLET,analytics for data
A2546,Data Analytcis Course,109,4444,219.46,12,9,0.083,1159.00,11/28/2024,Hyderbad,MOBILE,data anaytics training
A2547,Data Analytics Corse,145,3509,181.11,19,10,0.048,1627.00,11/22/2024,hyderabad,MOBILE,online data analytic
A2548,DataAnalyticsCourse,151,4675,183.02,14,7,0.046,1000.00,11/10/2024,HYDERABAD,mobile,analytics for data
A2549,DataAnalyticsCourse,108,5869,226.93,16,7,0.065,1633.00,3/11/2024,Hyderbad,desktop,analytics for data
A2550,Data Analytcis Course,166,3992,205.90,15,8,0.048,1899.00,11/5/2024,Hyderbad,Desktop,analytics for data
A2551,Data Anlytics Corse,134,4172,191.80,26,5,0.037,1170.00,11/18/2024,hyderabad,tablet,online data analytic
A2552,DataAnalyticsCourse,104,5926,224.63,17,8,,1239.00,11/24/2024,HYDERABAD,MOBILE,learn data analytics
A2553,Data Analytcis Course,,5785,195.39,15,10,,1296.00,11/25/2024,HYDERABAD,tablet,analytics for data
A2554,Data Anlytics Corse,160,5664,210.58,16,9,,1836.00,11/7/2024,hydrebad,mobile,data anaytics training
A2555,Data Anlytics Corse,147,5930,248.18,22,10,0.068,1743.00,15-11-2024,hyderabad,desktop,analytics for data
A2556,Data Anlytics Corse,196,3656,240.44,15,6,0.052,1894.00,3/11/2024,hyderabad,tablet,analytics for data
A2557,DataAnalyticsCourse,159,5078,182.57,30,8,0.05,1541.00,11/9/2024,HYDERABAD,Mobile,data analytics course
A2558,Data Analytcis Course,104,5257,220.44,17,7,0.052,1462.00,11/27/2024,hyderabad,mobile,data analitics online
A2559,Data Anlytics Corse,135,5582,209.14,28,5,0.037,1912.00,25-11-2024,HYDERABAD,TABLET,online data analytic
A2560,Data Analytics Corse,92,3097,232.27,21,,,1905.00,14-11-2024,HYDERABAD,Desktop,analytics for data
A2561,Data Analytics Corse,136,3657,236.19,12,5,0.037,1425.00,11/6/2024,Hyderbad,mobile,online data analytic
A2562,Data Anlytics Corse,135,3198,227.48,,6,0.044,1882.00,11/9/2024,hydrebad,Desktop,online data analytic
A2563,Data Analytcis Course,91,5017,239.34,15,5,0.055,,2/11/2024,hyderabad,tablet,analytics for data
A2564,DataAnalyticsCourse,181,5343,244.02,30,9,0.038,1639.00,11/26/2024,HYDERABAD,mobile,learn data analytics
A2565,Data Analytcis Course,,4896,207.51,17,,,,11/11/2024,hyderabad,mobile,data analitics online
A2566,Data Analytcis Course,80,5756,205.38,16,4,0.05,1778.00,11/20/2024,Hyderbad,desktop,online data analytic
A2567,DataAnalyticsCourse,155,5696,236.44,13,3,0.019,1207.00,11/23/2024,hydrebad,mobile,data analitics online
A2568,DataAnalyticsCourse,114,5683,214.42,20,8,0.07,1474.00,11/8/2024,HYDERABAD,mobile,learn data analytics
A2569,Data Anlytics Corse,98,4669,205.72,16,6,0.061,1767.00,11/30/2024,hyderabad,DESKTOP,analytics for data
A2570,Data Analytics Corse,125,3807,234.92,11,6,0.048,,11/29/2024,Hyderbad,MOBILE,online data analytic
A2571,DataAnalyticsCourse,160,3163,238.95,20,8,0.05,1569.00,11/26/2024,Hyderbad,desktop,online data analytic
A2572,Data Analytics Corse,175,3732,231.25,16,10,0.057,1014.00,11/15/2024,hydrebad,Mobile,learn data analytics
A2573,Data Analytcis Course,123,3860,224.63,24,8,0.065,1800.00,11/15/2024,hydrebad,DESKTOP,analytics for data
A2574,Data Anlytics Corse,106,3196,212.12,15,6,,1314.00,11/23/2024,HYDERABAD,tablet,analytics for data
A2575,DataAnalyticsCourse,,3322,205.85,24,4,,1031.00,9/11/2024,hyderabad,tablet,data anaytics training
A2576,DataAnalyticsCourse,185,5121,215.46,12,9,0.049,1724.00,2/11/2024,hyderabad,MOBILE,data analytics course
A2577,Data Analytics Corse,139,5610,239.44,17,6,0.043,1548.00,14-11-2024,hydrebad,TABLET,online data analytic
A2578,Data Analytics Corse,174,3890,186.04,28,7,0.04,1793.00,11/21/2024,hydrebad,Tablet,online data analytic
A2579,Data Anlytics Corse,157,4671,248.17,14,7,0.045,1247.00,11/3/2024,hyderabad,MOBILE,data anaytics training
A2580,Data Analytics Corse,160,5438,197.50,16,6,0.037,1752.00,3/11/2024,hyderabad,tablet,data analytics course
A2581,Data Analytics Corse,198,4726,185.13,14,,,1580.00,17-11-2024,hyderabad,Tablet,learn data analytics
A2582,Data Analytics Corse,144,5301,195.83,12,3,,1654.00,27-11-2024,hyderabad,Tablet,data analitics online
A2583,Data Analytics Corse,187,3722,182.43,27,7,0.037,1613.00,20-11-2024,hyderabad,mobile,data anaytics training
A2584,Data Anlytics Corse,139,3944,,29,3,0.022,1863.00,11/4/2024,HYDERABAD,Tablet,analytics for data
A2585,DataAnalyticsCourse,194,5123,180.01,27,5,0.036,1978.00,5/11/2024,hydrebad,mobile,learn data analytics
A2586,DataAnalyticsCourse,157,4127,200.44,30,8,0.058,1044.00,11/15/2024,hydrebad,desktop,data anaytics training
A2587,Data Analytcis Course,112,4944,233.83,19,4,0.036,1296.00,11/27/2024,Hyderbad,TABLET,data anaytics training
A2588,Data Anlytics Corse,82,4534,203.89,10,6,0.073,1589.00,11/26/2024,Hyderbad,TABLET,online data analytic
A2589,DataAnalyticsCourse,152,5894,219.23,14,5,0.033,1641.00,11/13/2024,HYDERABAD,MOBILE,data anaytics training
A2590,DataAnalyticsCourse,81,5545,212.89,11,5,0.062,1818.00,15-11-2024,hyderabad,Mobile,data analitics online
A2591,DataAnalyticsCourse,84,5573,,23,6,0.071,1656.00,11/12/2024,Hyderbad,Desktop,online data analytic
A2592,DataAnalyticsCourse,117,3039,223.72,27,8,0.068,1340.00,11/14/2024,hydrebad,MOBILE,data anaytics training
